Gene	feature_identifier	Protein	P.Value	adj.P.Val	logFC	AveExpr
MIS18A	MIS18A_Q9NYP9	Q9NYP9	0.0615028988201502	0.115939637506368	0.254821819682421	13.010524456532
COX15	COX15_Q7KZN9	Q7KZN9	0.0615055437672403	0.115939637506368	-0.180852384482305	12.668357118972
GLTSCR1L	GLTSCR1L_Q6AI39	Q6AI39	0.0615411388153578	0.115976430358932	0.213028979770856	12.798344288526
CCM2	CCM2_Q9BSQ5	Q9BSQ5	0.0617244969265385	0.116291595933155	0.139388564423438	17.5981167592907
NBAS	NBAS_A2RRP1	A2RRP1	0.0617462702066502	0.116302243673831	0.0726390990929886	17.9672759166745
MRE11A	MRE11A_P49959	P49959	0.0618116973179737	0.116395088606594	0.130775072716879	17.4073116210841
ATXN7L3B	ATXN7L3B_Q96GX2	Q96GX2	0.0618375346371397	0.116413354611776	-0.25466169842255	11.9356271510224
TRIM33	TRIM33_Q9UPN9	Q9UPN9	0.0622082382296809	0.117067429706088	0.1488925994753	16.7017374772723
TPT1P8	TPT1P8_Q9HAU6	Q9HAU6	0.0622174279862962	0.117067429706088	-0.339703867466374	13.4503559528073
WFS1	WFS1_O76024	O76024	0.0625412428576398	0.117646030241203	-0.135764772535971	16.7891818911152
SYTL4	SYTL4_Q96C24	Q96C24	0.0625684246455856	0.117666479508148	0.078792147303739	15.2802893868527
DDX24	DDX24_Q9GZR7	Q9GZR7	0.0626426390944393	0.117775344911985	0.211006915965982	17.6875672956116
LARP4	LARP4_Q71RC2	Q71RC2	0.0626875203144461	0.117829018121004	0.0794620465688709	17.7963604695376
GSE1	GSE1_Q14687	Q14687	0.0627401773143395	0.117897275109572	0.141054609326515	13.7600210955648
APOBEC3C	APOBEC3C_Q9NRW3	Q9NRW3	0.0627852661668805	0.117951278679134	0.177905173385744	13.7557939906055
CHD8	CHD8_Q9HCK8	Q9HCK8	0.062813279374884	0.117973183392453	0.16680121563734	15.4165693290948
NDUFS5	NDUFS5_O43920	O43920	0.0628380793811073	0.117989043377227	0.150471924046471	14.3699505424908
TANC2	TANC2_Q9HCD6	Q9HCD6	0.0629150315267166	0.11810279402387	0.102703815563746	16.1365159246519
GPR56	GPR56_Q9Y653	Q9Y653	0.0630132500924007	0.118241022420029	-0.408960934557607	13.3451772021268
PIN1	PIN1_Q13526	Q13526	0.0630214487392584	0.118241022420029	-0.205567878833982	14.3089625683944
BOLA2	BOLA2_Q9H3K6	Q9H3K6	0.0631044687224808	0.118366000354648	-0.146202517135787	15.426910897316
DENND5B	DENND5B_Q6ZUT9	Q6ZUT9	0.0633003087239985	0.118702476510248	-0.140732367062368	13.8913132544143
RALB	RALB_P11234	P11234	0.0633669632128113	0.118796588517989	0.24980917206803	16.2209827788561
GPRC5A	GPRC5A_Q8NFJ5	Q8NFJ5	0.0634278495360643	0.118879840621764	0.149101459071083	16.2552451798714
TUBB2B	TUBB2B_Q9BVA1	Q9BVA1	0.0636370351244508	0.119215375794657	-0.152180025697245	16.5059636498504
FAM98A	FAM98A_Q8NCA5	Q8NCA5	0.0636585974815986	0.119215375794657	0.102252043007585	16.7458831738574
SOGA1	SOGA1_O94964	O94964	0.0636679920302731	0.119215375794657	0.0912271694661406	16.1304877259168
HTATIP2	HTATIP2_Q9BUP3	Q9BUP3	0.0636729751783775	0.119215375794657	0.104093407225523	15.988818265488
PANK2	PANK2_Q9BZ23	Q9BZ23	0.0637067308899179	0.119247627566131	-0.152580758593215	14.9303290144357
ATP2B4	ATP2B4_P23634	P23634	0.0637269930432274	0.119254611624862	0.108579593621897	18.2873195845861
SLC29A1	SLC29A1_Q99808	Q99808	0.0638882620073729	0.119525394740972	-0.215022842981483	16.067924825327
ARMC8	ARMC8_Q8IUR7	Q8IUR7	0.0639658291514486	0.119639484443492	0.102569849705462	13.316664147708
AIFM1	AIFM1_O95831	O95831	0.0639828394407487	0.119640280903463	0.131555560704577	17.741324123904
BCAR1	BCAR1_P56945	P56945	0.064043113487671	0.11972195405547	-0.0830228517426939	16.7981227568976
BAG4	BAG4_O95429	O95429	0.0641283120889153	0.119850166686382	0.107771100726875	14.9481367919882
MAPKAPK2	MAPKAPK2_P49137	P49137	0.0642278616630501	0.120005126660773	-0.176085632629022	14.5259383005852
NSDHL	NSDHL_Q15738	Q15738	0.0643703685193345	0.120240248187074	0.0832493199677344	17.786690323272
ALAS1	ALAS1_P13196	P13196	0.0644473641859029	0.120352908422755	0.136414003855256	14.8442508023321
CPS1	CPS1_P31327	P31327	0.0645157380063983	0.120449413555424	-0.11843235132247	14.1415308566865
ACVR1	ACVR1_Q04771	Q04771	0.0645504943759687	0.120483121973671	-0.266215445391037	12.3587837015923
DDA1	DDA1_Q9BW61	Q9BW61	0.0645713820952727	0.120490933894283	0.233235292820227	11.8655052894298
TAB3	TAB3_Q8N5C8	Q8N5C8	0.0647303090084192	0.120756257870891	0.139245677023146	15.2443057383865
PDLIM4	PDLIM4_P50479	P50479	0.0647990710148311	0.120853282911322	0.244966173262469	17.0139851855679
ADAR	ADAR_P55265	P55265	0.0649553253677886	0.121113392918901	0.109291076596651	18.510195830283
SPAG5	SPAG5_Q96R06	Q96R06	0.0649729533137889	0.121114957417487	0.110733986632066	14.9286077467988
RUNX2	RUNX2_Q13950	Q13950	0.0650220013631593	0.12117052830401	0.106941305397282	17.0001423340075
B3GALT6	B3GALT6_Q96L58	Q96L58	0.0650363578587646	0.12117052830401	-0.198351801880293	16.7806718172581
CEBPD	CEBPD_P49716	P49716	0.0651846747552975	0.121415503146067	0.26124257495084	14.1098518895754
CDK5RAP2	CDK5RAP2_Q96SN8	Q96SN8	0.0652181653024738	0.121446526714519	0.232162174642884	12.920388868459
TOMM6	TOMM6_Q96B49	Q96B49	0.0654335058582966	0.12180221074354	0.162985017458347	16.2926680676658
CENPT	CENPT_Q96BT3	Q96BT3	0.0654429399559135	0.12180221074354	0.169095327897793	13.7925285040888
RPL15	RPL15_P61313	P61313	0.0654942432948485	0.121866255127428	0.109432419123593	17.1623013459463
STARD13	STARD13_Q9Y3M8	Q9Y3M8	0.0655132824676809	0.121870247478559	-0.187713262776901	14.3049275292958
BNIP1	BNIP1_Q12981	Q12981	0.0655815735229659	0.12194432822774	0.118259176770128	16.8510542592903
GPATCH11	GPATCH11_Q8N954	Q8N954	0.0655869134354907	0.12194432822774	0.124143716839624	15.0165432836975
UNK	UNK_Q9C0B0	Q9C0B0	0.0656062752774238	0.12194889715314	0.428735996966056	11.0108538965325
SEPT10	SEPT10_Q9P0V9	Q9P0V9	0.0657041815425897	0.122099424432829	0.126884353189775	13.7292471987797
DAP3	DAP3_P51398	P51398	0.0658037848997181	0.122253027109597	0.10481580412711	18.0520609663625
GPRC5C	GPRC5C_Q9NQ84	Q9NQ84	0.0658523736326557	0.122311797988151	-0.107120474559704	15.5166546766586
ZC3HAV1	ZC3HAV1_Q7Z2W4	Q7Z2W4	0.0658816019979175	0.122334588626249	0.115480337097019	17.8831290009338
SMIM7	SMIM7_Q9BQ49	Q9BQ49	0.0659662867640243	0.122454083589059	-0.258559226568535	11.7226164579611
SLC2A6	SLC2A6_Q9UGQ3	Q9UGQ3	0.0659799033699294	0.122454083589059	-0.161734631139691	12.674760075808
ACOT1	ACOT1_Q86TX2	Q86TX2	0.0661141490594531	0.122671674720909	0.0709372712016751	17.6457250896272
FOPNL	FOPNL_Q96NB1	Q96NB1	0.0662561032011635	0.122903452942451	0.166372817662529	13.3479980627743
TGFB1	TGFB1_P01137	P01137	0.0662891204457654	0.122933088662147	0.103940717833009	15.4603455805606
LMAN2L	LMAN2L_Q9H0V9	Q9H0V9	0.0663079139996273	0.122936338111876	0.0956493881210676	16.1160477749318
PICALM	PICALM_Q13492	Q13492	0.0663979238010392	0.123071588463694	0.139694235075595	17.0257962138791
MTFR1L	MTFR1L_Q9H019	Q9H019	0.0664891180164069	0.123201836491066	0.126785923442538	15.0560713781245
NOL3	NOL3_O60936	O60936	0.066502349777684	0.123201836491066	-0.245087636691318	15.9199669322406
C1orf198	C1orf198_Q9H425	Q9H425	0.0665289790620612	0.123219526303905	-0.160002692980337	12.0147634778321
MAOB	MAOB_P27338	P27338	0.0667049303539188	0.123513698042395	0.10849989852089	16.4384010498021
WDR45	WDR45_Q9Y484	Q9Y484	0.0668603947459437	0.123769794122976	-0.18338604129287	14.5607318507922
IGF2BP2	IGF2BP2_Q9Y6M1	Q9Y6M1	0.0668897680167159	0.123780477691174	0.109114827960646	18.7662562352336
NDUFA13	NDUFA13_Q9P0J0	Q9P0J0	0.0669037218446355	0.123780477691174	-0.108232489339795	17.765145658783
RB1CC1	RB1CC1_Q8TDY2	Q8TDY2	0.0669176411138866	0.123780477691174	-0.278490556503238	15.0897127810628
RHBDD1	RHBDD1_Q8TEB9	Q8TEB9	0.0669543788645491	0.123816685241953	-0.0986911755303481	16.2553088613344
SFXN4	SFXN4_Q6P4A7	Q6P4A7	0.0673412710629241	0.12450023819783	0.106314511482983	16.0389186073708
RASSF1	RASSF1_Q9NS23	Q9NS23	0.0674009637420595	0.124556787487745	0.171022811563848	11.9636315103498
MCUR1	MCUR1_Q96AQ8	Q96AQ8	0.0674063901236704	0.124556787487745	0.156641168203777	12.9655720742008
PTPRE	PTPRE_P23469	P23469	0.0674474959946828	0.124600828708231	0.0797784016243455	17.2009180377139
CSRP2	CSRP2_Q16527	Q16527	0.0674831446169233	0.124634768373396	-0.17990912276797	14.1864834260246
SAMD4A	SAMD4A_Q9UPU9	Q9UPU9	0.0675636500682361	0.124751515636615	-0.162914852716574	14.2071910815335
SUSD1	SUSD1_Q6UWL2	Q6UWL2	0.0676509208778454	0.124880691712584	0.118722084655683	13.1060866645922
REXO2	REXO2_Q9Y3B8	Q9Y3B8	0.0676933783169894	0.124927099303853	-0.355730060695294	13.3893028864884
SH3RF2	SH3RF2_Q8TEC5	Q8TEC5	0.0677490228356993	0.124997813487656	-0.249893199349135	12.3609411274914
PARP10	PARP10_Q53GL7	Q53GL7	0.06796277825117	0.125360133547415	-0.100457434723786	15.2643533222108
MPP5	MPP5_Q8N3R9	Q8N3R9	0.0680201717327773	0.125433926094135	-0.0924894480686973	17.1007098380176
APPL1	APPL1_Q9UKG1	Q9UKG1	0.0681379048673549	0.125618923003603	-0.0994219428270711	16.0095371362493
SNX15	SNX15_Q9NRS6	Q9NRS6	0.0682365162265909	0.125768581517278	-0.0899899205503623	16.5032806330398
TMCO1	TMCO1_Q9UM00	Q9UM00	0.0683709826005614	0.125971449558778	0.110317139868325	16.415738389539
DEGS1	DEGS1_O15121	O15121	0.0683851063159806	0.125971449558778	0.123288877228843	15.6612484626259
RPS15A	RPS15A_P62244	P62244	0.0683989697701322	0.125971449558778	0.0758176596339588	16.9566551782995
COG7	COG7_P83436	P83436	0.0684518688226767	0.126036697725061	-0.104447672614398	16.2266287810993
XYLT2	XYLT2_Q9H1B5	Q9H1B5	0.0685691850262314	0.126197754222167	-0.135730443902935	14.6492461625417
POLA1	POLA1_P09884	P09884	0.0685743272180336	0.126197754222167	0.151007474683226	14.0763217043521
STAT3	STAT3_P40763	P40763	0.0686127480130057	0.126236257119567	-0.100556734203177	16.737238362955
MAGED2	MAGED2_Q9UNF1	Q9UNF1	0.0686412236789225	0.126256447633796	-0.0979903977498573	17.8177838674577
GOPC	GOPC_Q9HD26	Q9HD26	0.068687994651815	0.126310271072698	-0.118456680349299	15.5516576370062
SLC25A26	SLC25A26_Q70HW3	Q70HW3	0.068907795666776	0.126682170728879	0.210598982973853	14.3096245648254
C11orf57	C11orf57_Q6ZUT1	Q6ZUT1	0.0691439809096704	0.127083994466844	0.189765045081982	15.1203085745381
TMEM62	TMEM62_Q0P6H9	Q0P6H9	0.0692479250516873	0.127242621325235	-0.358428760217151	14.2192494082449
PPP1R9A	PPP1R9A_Q9ULJ8	Q9ULJ8	0.0692978426870802	0.127301919313623	0.12269291281102	15.40561439286
SLC15A3	SLC15A3_Q8IY34	Q8IY34	0.069376997809837	0.12741488345218	-0.299599466306262	11.4716864064158
HADHA	HADHA_P40939	P40939	0.069545914312038	0.12769260011378	0.0934279554560291	19.5056374943871
TMEM54	TMEM54_Q969K7	Q969K7	0.0695697532123571	0.127703104608039	0.199868315672452	14.1082079926546
CIAO1	CIAO1_O76071	O76071	0.0695870396748271	0.127703104608039	-0.121294227858497	14.7215443361901
SLC25A24	SLC25A24_Q6NUK1	Q6NUK1	0.0696698409191851	0.127822541299848	0.191520814297991	18.8196259091683
CALCR	CALCR_P30988	P30988	0.0697037853986252	0.12785230304238	-0.401101960746946	10.8416064710455
HEATR5A	HEATR5A_Q86XA9	Q86XA9	0.0697350722110228	0.127877176138871	-0.158469979401618	11.6802659608502
PSMC6	PSMC6_P62333	P62333	0.069815812269923	0.127992698784047	-0.0824426846696014	18.0806822119254
FAM185A	FAM185A_Q8N0U4	Q8N0U4	0.0699128099896384	0.12813796017918	0.265389444456948	12.8551418517492
NDUFB9	NDUFB9_Q9Y6M9	Q9Y6M9	0.0701033091955302	0.128454476133237	-0.0812554326259729	16.983986940274
NDUFAF6	NDUFAF6_Q330K2	Q330K2	0.0701647888336632	0.128534481118854	0.126493675529328	16.1314790733609
SNAPIN	SNAPIN_O95295	O95295	0.0701881775565153	0.128544684664306	-0.0800713860779823	15.9180655904792
GNAI1	GNAI1_P63096	P63096	0.0705983990684522	0.12926316012178	-0.0970911783655577	15.8681100293387
RBM33	RBM33_Q96EV2	Q96EV2	0.0706531169979153	0.129330521700827	0.134892086210623	15.0743240317401
RABEPK	RABEPK_Q7Z6M1	Q7Z6M1	0.070700515905347	0.129380942855161	-0.134934882064066	13.269658950773
ELAC2	ELAC2_Q9BQ52	Q9BQ52	0.0707165314219432	0.129380942855161	0.142403550591567	17.9779154182305
ATG13	ATG13_O75143	O75143	0.0710556918467124	0.129968499234833	-0.0875866744738154	14.5162036856627
MTERF3	MTERF3_Q96E29	Q96E29	0.0710896311356158	0.12999761698665	0.147736780432481	14.8540216379826
KLHL11	KLHL11_Q9NVR0	Q9NVR0	0.0712454626824819	0.130249561021648	-0.148555150649685	14.6709823529139
HVCN1	HVCN1_Q96D96	Q96D96	0.0713614292406681	0.130406949765761	0.139935950137808	14.9082393664328
PLCD1	PLCD1_P51178	P51178	0.0713677069136713	0.130406949765761	0.09538658834731	16.793255900753
STT3B	STT3B_Q8TCJ2	Q8TCJ2	0.0713941576978217	0.130422247058011	0.0991663899393771	17.9947017716353
SBF1	SBF1_O95248	O95248	0.0714401872084693	0.130473293803012	0.0841341432833218	17.1219760766493
VPS13D	VPS13D_Q5THJ4	Q5THJ4	0.0715303096600461	0.130604822548107	0.0984298661771774	15.7416681332686
BTBD9	BTBD9_Q96Q07	Q96Q07	0.0716534029627301	0.130796469881866	0.133949060491094	13.1372223394857
CLCC1	CLCC1_Q96S66	Q96S66	0.0716788883599241	0.130809891380848	0.187942299295436	16.380184734591
WDR41	WDR41_Q9HAD4	Q9HAD4	0.0718316058575422	0.131055438709234	0.166537246352581	13.6207009986605
FAM173A	FAM173A_Q9BQD7	Q9BQD7	0.0719988810171362	0.131312735121296	-0.149130647118806	14.3749811057885
PKP4	PKP4_Q99569	Q99569	0.0720090352287008	0.131312735121296	-0.130862012800677	18.0365847467288
UBL7	UBL7_Q96S82	Q96S82	0.0720509755723067	0.131335627170122	-0.0991450461769343	15.4719871755679
HFE	HFE_Q30201	Q30201	0.0720580000470393	0.131335627170122	0.15996404423198	16.8786084724245
PHYH	PHYH_O14832	O14832	0.0722124399195919	0.131553664478938	-0.209853295813497	14.1980809671233
HERC1	HERC1_Q15751	Q15751	0.0722140991594945	0.131553664478938	-0.15660711503854	13.801495371796
CREG1	CREG1_O75629	O75629	0.0722501998032757	0.131586200803037	0.130818462257654	16.2721903619971
RPL18A	RPL18A_Q02543	Q02543	0.072392084908254	0.131811332793575	0.130436850728717	17.0336849857598
FKBP15	FKBP15_Q5T1M5	Q5T1M5	0.0727564417828607	0.132441325011748	-0.302188976022634	14.4102527072135
GAS2L3	GAS2L3_Q86XJ1	Q86XJ1	0.0728060033031511	0.132475148147548	0.171551487533799	12.2197565637891
BYSL	BYSL_Q13895	Q13895	0.0728117497095962	0.132475148147548	-0.0726495535582288	17.5054293485239
MAMDC2	MAMDC2_Q7Z304	Q7Z304	0.0728980276180559	0.132575558315414	0.206474608254902	14.5740516664448
ANXA11	ANXA11_P50995	P50995	0.0729036927969567	0.132575558315414	0.144545159493937	18.7694825555517
SNIP1	SNIP1_Q8TAD8	Q8TAD8	0.0730562305210185	0.132819467484533	0.148759453245882	12.9005331966144
NDUFB3	NDUFB3_O43676	O43676	0.073097744255841	0.132861458065416	0.113326791229595	14.280452291308
OCIAD1	OCIAD1_Q9NX40	Q9NX40	0.0731268629543741	0.132880904119107	0.106325053754681	16.5467431929098
TTL	TTL_Q8NG68	Q8NG68	0.073220150204209	0.133016913516284	0.21773208450217	11.0221598369882
PRPF38B	PRPF38B_Q5VTL8	Q5VTL8	0.0732460090058431	0.133030389971841	0.186367816028739	15.6747438323967
U2AF2	U2AF2_P26368	P26368	0.0733285048420661	0.133146698698884	0.0981628281012235	17.593900867814
DOHH	DOHH_Q9BU89	Q9BU89	0.0733898967511191	0.133224638943778	-0.0938340786433134	15.7647656755289
MYL6	MYL6_P60660	P60660	0.0735181569802585	0.133423895460524	-0.118393440036815	17.9943299239673
RFC3	RFC3_P40938	P40938	0.073638078469519	0.13360792205209	0.0885635989504543	15.9550853478694
KANK2	KANK2_Q63ZY3	Q63ZY3	0.0736618726627492	0.133617487902709	0.127080937720383	17.0001866415749
C5orf24	C5orf24_Q7Z6I8	Q7Z6I8	0.0740223686707185	0.134237648966959	0.0988140575112908	14.9020725853693
TGFB1I1	TGFB1I1_O43294	O43294	0.0741386649413914	0.134414759710278	-0.241364658606571	16.2314299690005
NRP2	NRP2_O60462	O60462	0.0742685873745523	0.134591013474857	0.0805036524135687	15.8157068415182
CCDC69	CCDC69_A6NI79	A6NI79	0.074273194433519	0.134591013474857	0.223498417277243	13.485887517049
VPS45	VPS45_Q9NRW7	Q9NRW7	0.0743655250061934	0.13472448452905	0.103661393924096	16.1642621917426
C14orf166	C14orf166_Q9Y224	Q9Y224	0.0744515493620656	0.134846466758208	0.226791888614933	15.9041308631012
PRRC2A	PRRC2A_P48634	P48634	0.0746370300928962	0.135148477683271	-0.100167064270138	17.2236100440651
R3HCC1L	R3HCC1L_Q7Z5L2	Q7Z5L2	0.0747368642074055	0.135295291942842	0.758305366747939	10.2839857799207
TRMT2B	TRMT2B_Q96GJ1	Q96GJ1	0.0747558225342028	0.135295660753071	0.186893251908835	16.1227822911517
STK25	STK25_O00506	O00506	0.0751688053917946	0.136008969675547	-0.114892614496558	14.5872207972496
CCDC115	CCDC115_Q96NT0	Q96NT0	0.0752397040688718	0.136094423118471	0.0926431336541285	15.6492057182609
TRAPPC3	TRAPPC3_O43617	O43617	0.0752537640448545	0.136094423118471	-0.119001740570521	15.8238878210325
TMEM38B	TMEM38B_Q9NVV0	Q9NVV0	0.0753516224759993	0.13623724424608	-0.127333970111298	13.7521355262495
CHD1L	CHD1L_Q86WJ1	Q86WJ1	0.0753723884742723	0.136240644062491	-0.187120468638476	13.6272238170066
SLC4A1AP	SLC4A1AP_Q9BWU0	Q9BWU0	0.0754279581549885	0.136295652643377	0.121123948301801	16.4956336128761
MRPL19	MRPL19_P49406	P49406	0.0754406072920716	0.136295652643377	-0.111745640788527	16.9569840746056
PFKFB2	PFKFB2_O60825	O60825	0.0755404803590708	0.136409984376284	-0.35198109978708	13.3012298306008
TIMM8B	TIMM8B_Q9Y5J9	Q9Y5J9	0.0755417088415932	0.136409984376284	0.211053755996485	16.2500673923624
FAM160B1	FAM160B1_Q5W0V3	Q5W0V3	0.0757318930104173	0.13671918823252	-0.116747974231517	14.6665189055951
CFL1	CFL1_P23528	P23528	0.0758446683136582	0.136888525697956	0.311779445622065	11.61307170206
IGF2R	IGF2R_P11717	P11717	0.0759585464157248	0.137059768344932	-0.102221489760648	20.2952028320156
DHTKD1	DHTKD1_Q96HY7	Q96HY7	0.0761299877121201	0.137334766530441	0.150534388596093	14.4641669059361
SLC33A1	SLC33A1_O00400	O00400	0.0762728434438909	0.137552492661384	-0.146302107003429	12.6756794482925
PLEKHF1	PLEKHF1_Q96S99	Q96S99	0.0762888166257553	0.137552492661384	0.296594796298272	10.865317843141
ZNF598	ZNF598_Q86UK7	Q86UK7	0.0765199148680727	0.137934699115012	-0.127390638697799	14.9351405823967
ZNF644	ZNF644_Q9H582	Q9H582	0.0765596983312751	0.137954645504911	0.191660294039901	12.2124391945842
PAPD5	PAPD5_Q8NDF8	Q8NDF8	0.076569226587422	0.137954645504911	0.098265924427686	15.2186844709705
IDI1	IDI1_Q13907	Q13907	0.076603778303032	0.137982436124363	-0.120706733558286	15.0899169487658
DLGAP5	DLGAP5_Q15398	Q15398	0.0767279171844721	0.138140066679923	0.0710699696409698	16.2386938850472
ANXA1	ANXA1_P04083	P04083	0.0767295879105145	0.138140066679923	-0.119317448520864	20.1480060280764
MSH2	MSH2_P43246	P43246	0.0768933482045365	0.138400352781319	0.139891951475068	17.4914333845962
QRICH1	QRICH1_Q2TAL8	Q2TAL8	0.0769144925961287	0.13840387867011	0.0809784532986626	16.1385920570124
PSMA4	PSMA4_P25789	P25789	0.0770396663540968	0.138594551889889	-0.12156168220125	16.1505134089871
ODF2	ODF2_Q5BJF6	Q5BJF6	0.0772181148819544	0.138847597487789	0.117079130363932	15.6489046156334
UQCC2	UQCC2_Q9BRT2	Q9BRT2	0.0772188191185209	0.138847597487789	0.113551263612909	15.5354372449551
SARS2	SARS2_Q9NP81	Q9NP81	0.0772946655671858	0.138949343982477	0.0816280217592791	18.6325388920758
TENM3	TENM3_Q9P273	Q9P273	0.0774161000267981	0.139132970999831	0.502124172200245	12.4369804307668
MAOA	MAOA_P21397	P21397	0.0774780146356274	0.139209563532109	-0.153639381822336	13.3151440411233
CSNK2A3	CSNK2A3_Q8NEV1	Q8NEV1	0.0775786741539721	0.139355715972798	-0.123096213746329	17.2038376630989
RBM27	RBM27_Q9P2N5	Q9P2N5	0.0776502808387535	0.13944962060512	0.0826419933616833	16.9246253281885
NOL8	NOL8_Q76FK4	Q76FK4	0.0776838828607722	0.139475244140769	0.227098074916777	14.9177884866531
GUSB	GUSB_P08236	P08236	0.0777034807341355	0.139475717844253	0.136726442127255	16.7496557349355
EMC8	EMC8_O43402	O43402	0.0779545975951462	0.139891658470494	-0.123127867166504	14.5147096882353
FABP5	FABP5_Q01469	Q01469	0.0781386012654647	0.140186985707302	-0.0718081495580147	15.7179198714626
WDR36	WDR36_Q8NI36	Q8NI36	0.0781716516427551	0.140211410977334	-0.0805872083307939	17.9525719744124
BANP	BANP_Q8N9N5	Q8N9N5	0.0782358062810402	0.140291599928269	0.283232421477043	13.35597229993
BTF3	BTF3_P20290	P20290	0.0784345735409787	0.140613074931566	-0.171709624489969	15.7434205065689
ERCC6	ERCC6_Q03468	Q03468	0.0785783394783743	0.140788166777156	0.113902099930186	13.2421881908389
BCCIP	BCCIP_Q9P287	Q9P287	0.0785854282736566	0.140788166777156	-0.152623451096193	15.7993614118838
IL17RA	IL17RA_Q96F46	Q96F46	0.0786021110197365	0.140788166777156	-0.114748494711856	15.5267485025019
ELK1	ELK1_P19419	P19419	0.0786221929817398	0.140788166777156	0.277627901331016	11.863040505518
LONP2	LONP2_Q86WA8	Q86WA8	0.0786298203417192	0.140788166777156	0.0935545697493509	16.5989801763202
GALNS	GALNS_P34059	P34059	0.0787279856061064	0.14092895487902	0.0924390294304374	15.9506580250818
MRS2	MRS2_Q9HD23	Q9HD23	0.0787936339288208	0.141011479822008	0.105162706392079	16.4335749208199
PPAP2C	PPAP2C_O43688	O43688	0.0790019488632295	0.14134922100678	0.142736918970305	13.8800110525369
NR3C1	NR3C1_P04150	P04150	0.0791083602794333	0.141475094994545	-0.137829377119445	16.3507458144878
MICU1	MICU1_Q9BPX6	Q9BPX6	0.0791115238713603	0.141475094994545	0.0984496040946183	16.4853422979061
BCL2L1	BCL2L1_Q07817	Q07817	0.0792460284244946	0.141652693455191	0.117358384967408	15.1569295307206
TREX1	TREX1_Q9NSU2	Q9NSU2	0.0792501068457377	0.141652693455191	0.160540125825866	12.3596491991148
TNPO3	TNPO3_Q9Y5L0	Q9Y5L0	0.079294792217931	0.141697456294316	-0.0817404362046155	16.4325189591664
NKAPL	NKAPL_Q5M9Q1	Q5M9Q1	0.0795010574491764	0.142002516861194	0.141371524974787	13.5684538090147
RRP15	RRP15_Q9Y3B9	Q9Y3B9	0.0795048746329861	0.142002516861194	-0.233712797189636	17.4157983144833
MRPS33	MRPS33_Q9Y291	Q9Y291	0.0796531900833195	0.142199929370112	0.15271800251276	12.0988901522177
MKRN1	MKRN1_Q9UHC7	Q9UHC7	0.0796548259751351	0.142199929370112	0.561332010862186	11.8109557360921
APITD1	APITD1_Q8N2Z9	Q8N2Z9	0.0797363203689304	0.142310196719808	-0.122122970855418	13.0133010838038
SERINC2	SERINC2_Q96SA4	Q96SA4	0.0799574936399979	0.142659305350385	-0.177558661714695	12.0222537313572
WDR89	WDR89_Q96FK6	Q96FK6	0.0799720044695394	0.142659305350385	0.134074715628183	13.5519282169529
AK2	AK2_P54819	P54819	0.0799912517524685	0.142659305350385	-0.0913811478734594	16.5836875105722
L3MBTL3	L3MBTL3_Q96JM7	Q96JM7	0.0800279170234943	0.142689420021623	0.262034043339652	12.574149164686
POLR2D	POLR2D_O15514	O15514	0.0800953612224377	0.142774384941603	0.120596332717875	15.1183988770149
SYNRG	SYNRG_Q9UMZ2	Q9UMZ2	0.0801890323160212	0.14290604721536	-0.114728199915195	14.0920889638491
SPG11	SPG11_Q96JI7	Q96JI7	0.0802253934943959	0.142935536840843	-0.170402473533725	13.5278855563601
EXOSC4	EXOSC4_Q9NPD3	Q9NPD3	0.0802696568620937	0.142979087556332	0.0970355875358102	15.8269130728748
OCIAD2	OCIAD2_Q56VL3	Q56VL3	0.0803703789030227	0.143123158086005	0.222228141175746	13.5315403570189
CRYZ	CRYZ_Q08257	Q08257	0.0804066423376308	0.143152398278299	0.083453985462743	17.0789924739234
GPATCH4	GPATCH4_Q5T3I0	Q5T3I0	0.0804490711262392	0.143173192479298	0.163058308818114	15.9577865598077
DDX6	DDX6_P26196	P26196	0.0804580152912495	0.143173192479298	-0.0812890310996899	18.1584434554609
SFSWAP	SFSWAP_Q12872	Q12872	0.0806483917008445	0.14347657157334	0.130680759628294	14.1848018787736
GPR137	GPR137_Q96N19	Q96N19	0.0810469194405325	0.14415001894576	0.19509203085158	11.0473832780666
PHKA1	PHKA1_P46020	P46020	0.0811172587319232	0.144239562359402	-0.112130282357297	14.3781770132517
HAUS6	HAUS6_Q7Z4H7	Q7Z4H7	0.0811533232659496	0.144268130616205	-0.124034453934611	15.0920704887982
MRPS28	MRPS28_Q9Y2Q9	Q9Y2Q9	0.0812051140948223	0.144324634905161	0.123053617902722	15.6418163028772
ABHD17B	ABHD17B_Q5VST6	Q5VST6	0.0812509824522111	0.144370588032082	-0.109374061679944	16.3390895222563
COG6	COG6_Q9Y2V7	Q9Y2V7	0.081368509554562	0.144543813820884	-0.126683995914853	16.637568890375
IFITM3	IFITM3_Q01628	Q01628	0.0814156088070044	0.144591876399244	-0.258071674369043	11.2527255197113
DAPK3	DAPK3_O43293	O43293	0.0814438964351781	0.144606514615647	0.109618695100353	12.6112232559503
PHLDA3	PHLDA3_Q9Y5J5	Q9Y5J5	0.0815083287678809	0.144650896894275	-0.202442211474162	12.2711971572397
CRYZL1	CRYZL1_O95825	O95825	0.0815089958241239	0.144650896894275	2.27753357074473	7.79120419025952
